formula,target
As3Cs5Si1,0.5864
Cl4Cs1O2Re1,1.5821
Ba1O6Ti1U1,2.7397
C4H12Si1,5.6077
Fe2Ge3Mn3O12,1.9384
In1O8Rb1W2,4.4602
Ca4Mn4O24Si8,3.3275
K2P2Pd1,1.2547
C2Cs2Pd1,2.0926
F6K1Mo1Tl2,1.5854
Ni1O6Rh1Sr3,0.6526
Ba1F5Sb1,4.7432
K8Sb4Sn1,0.2895
Br2Mo1O2,1.4022
Ca1Rb1Sb1,1.5145
Ag2H1O4P1,1.9716
K1P1,1.0338
Br6In2Zr1,2.1691
Br5Pa1,1.9147
C1H5Nd1O7P1,3.6951
Cs1F2H1,6.5153
Ba1O6Te2,1.7384
Cl5P4S5Ta1,2.355
Ni2O7V2,2.4601
F3H1Na2O5S1Te1,3.9053
Fe1La3O6S3W1,0.045
Al2Te4Zn1,1.7089
Al1Ge1Li1O4,3.1135
F2O1Te1,4.2107
F4Na1V1,1.6134
Cu1Se3Tl1Zr1,0.3853
F1Na1Nb6O15,1.8251
Ce1Dy1S3,0.8072
As3Cs6In1,0.5118
As1Cl3F5O1P1,4.4791
K1N7P4,3.7477
I3Nb1O1,0.7584
Br2Co1H12O6,3.8341
K3P1S4,2.7708
Ba3O1Sb2,0.3323
Ba6Cl2O12Pt1Ru2,1.4983
Al1F6H6K1O2,6.9345
O9Se3Tl2,2.1722
Ge1K2Te4,1.0341
H6Li4Ru1,3.0362
In1Na1Se2,1.1043
Bi2Eu1I1O4,0.2654
Ba1F6Ge1,5.5516
Cl9P1Sn1,2.4214
Al1Ca2F7H2O1,5.4432
Ba6F26Mg7,6.8135
Cl4F5N1Te1W1,2.1316
Ga1Li1Si1,0.1922
Al1As2K2Na1,1.0468
Ge2Na6Se7,1.5811
Ca3Ga2O12Si3,4.3289
B9Ba1Na1O15,5.4761
C1Li1N1,5.4945
Ca1Cu3Ge4O12,1.8098
Cs1Ho1K2O8P2,4.881
Bi2Mo1O6,2.1092
Cd3H6O16Rb2S3,3.3903
Ba2Cu1O8P2,1.705
O12P3Rb1Sn2,2.7910000000000004
H2In1O14Rb3Si5,4.1594
B1Se3Tl3,1.2363
B3Ga2Li2O9Rb1,3.6831
Br1Te2,0.6018
Ni3O8V2,2.62
B5Be6Cs1Na2O15,4.4830000000000005
In7Te10,0.8954
C2H8N8O4,2.2667
B1Ba1Li1S3,2.1594
Cl8I1P1,1.6752
B3Gd1O6,5.2619
Ga1K1O7P2,4.4732
Al1O9P3,5.6199
F6H3O1Sb1,4.6581
Cs2I6Sn1,0.1169
Al2Cl8Co1,3.2763
Al1F6Li1Pd1,2.962
Ge1Sb4Te7,0.2257
Cl4Ga1Tl1,4.1546
Cl6Hf1Te8,0.8771
I4O20Tl2U3,2.7018
H1O8P2Rb1Zn2,4.3889
O5V1Y2,1.489
C2H5N1O4,3.1649
Cl1Cr1K1O3,2.773
Ca2O8Pt3,1.612
F6Na1Rb2Rh1,3.2279
Cl5K2Mo1O1,2.1716
B1Na1O4Si1,5.4177
Al2Cs2O7Sb2,3.6419
Mg1Mo1O4,3.6112
C2Cl3N3S1,3.1799
Ag2C8H12N4O4,2.855
Ge2Ho2O7,3.6617
Ho2Mo4O18Sb2,3.1023
As6Cl2O24Pb10,3.0580000000000003
Al6O11Sr2,4.1355
K1Li1Mo4Nd2O16,3.2984
Ho2O7Ru2,0.5524
H8N10Zn1,4.113
Cl8I3Sb1,1.1817
K6Si2Te6,1.7119
Bi1K3P2S8,2.106
Cl10Co1Tb6,0.0625
Cs2Hg6S7,0.6109
C5H3O5P1W1,2.9672
Ag1Se1Tl1,0.653
P1S1Tb1,0.3651
C6Cd1N6Pd1,4.1242
Cl10W2,0.7707
C2H9K1Ni1O10,4.3179
H2Mg4O5,4.0129
Ag1Nb1Rb2S4,1.929
Cl10O7Si6,5.518
Bi1Br1Mn1S2,2.0648
B1Pr1S3,2.3563
Cu3O7Pb1Te1,0.6476
Eu1Ge1Li2S4,1.8481
Ba2Ga1H1O14P4,5.0995
Hf1S3Sn1,1.2387
K1P1Pd1S4,1.8134
C1H3O6Re1S1,1.9415
H9N5O6S3,4.9525
Bi1Na1O6Sr3,1.7909
F6Pb1Zr1,5.0089
Dy1Mn2O5,1.3181
Cl7K3Mn2,3.036
C4H4Na5O14Sc1,4.9616
C2Cd1N2S2,3.3418
Br1O4Y3,4.2091
O6Rh1Sr3Y1,2.8381
Br2Ni5O12Te4,2.4969
Ba2F2S3Sn1,2.0508
Ge1Pt1Ti1,0.9283
Co1La3O6S3W1,1.1735
Ag1N2Na1O4,2.2672
Cl5Cs3Hg1,2.9409
Br4U1,2.2644
Cl2Ni5O12Te4,2.5921
B1Ba1Cl1F4,5.9901
Ba2Li3N4Nb1,2.4072
Hg1K1O9P3,3.0446
Cl4Gd1Na1,4.3827
S4Sr1Tb2,1.8099
Er1F1S1,1.3285
Ir1O9P3,3.0225
Cl2Hg1O2Pb2,2.2603
I6K2Pt1,0.7337
F6Mn1Pt1,2.2564
Ba2C4H12N2O10S2,3.6042
I2La2O4Si1,3.5072
Ba3Cr1O5,1.5053
Ag2F14Zn1Zr2,1.7959
Cl2Cu2O6Sr1Te2,1.3727
Cu1Dy1Mo2O8,2.0983
B8Bi2O15,4.4356
P2S8Zn3,2.2874
Ag5Rb1S3,1.3389
K1O7P2Ti1,3.0828
In5K1S8,1.3564
Cs1F7Rb2Si1,5.4903
Ba1O8Si2U1,3.548
Lu1S2Tl1,1.3101
Cl2H2Mg1O1,5.3456
Be1Cr1S7Y3,1.0538
Mn1Nb2O8Zn2,2.938
Ag1Te1Tl1,0.4633
Se4Ti1Tl4,2.1992
Cu2Fe1S4Si1,1.4679
Li1S2Sb1,1.2023
Au1Cs1Te1,1.4802
S3Sn1Sr1,0.5687
F2O2Xe1,2.4642
Al2Te3,1.8551
C2H6O6,3.3139
H8K4O16P4,5.3612
Er2S4Sr1,1.8082
Ba1Cu4O17P4V1,1.0361
H8K6Mo6O30V2,2.8288
Br3N3S4,1.716
Se5Sr1U2,0.5016
C2N2Ni1S2,1.8423
Mg1Mo1O6Sr2,2.212
H3I3N2,0.778
Ca1Ni3O14P4,3.5652
Cs1Cu1S4,1.866
Ba1O10Si3Yb2,0.2561
Ho1K1S2,2.353
Na1P1Pd1S4,1.4657
B1Ba1F10P1,7.2482
Pt3Rb2S6U1,1.476
As1C1Cl2F9S1,3.807
Cu2Hf1Te3,0.1669
C2H3K1O3,5.1855
Cs1O8S2V1,2.2143
C2Fe1H6N2O4,2.0737
Ca3Mn2O14Si4,1.5328
As1H36Li3N12Se4,1.7024
B1O8P2Rb1Zn1,5.1448
As1Li1Mn1O4,1.7265
O13Rb2Ti6,3.0903
La1S3Sc1,2.1856
H8Mg1O10P2,2.4391
Al1H5Sr1,3.5512
H4I2O8Zn1,3.3779
K2Mn2O3,0.4429
Na3Nb1O4,4.1613
Li14O14Pr3Rb2,2.143
Li2Mg1Mn3O8,1.9021
Fe2Na2O1Se2,1.564
Mg1O4Sb2,2.5473
Ba4F24H1P3,6.0181
B2Ba2Mg1O6,4.5344
Cs1Ho1S2,2.1398
Cd1K2O7P2,3.8553
Ba4I6O1,3.9836
Cu5H4O12V2,1.3579
Fe5Na3O9,1.6826
Cl6Eu5O4Si1,2.6654
Na2O3Se1,4.2405
B2O6Zn3,3.4733
Be1In1La3S7,1.6575
H4O12S3Sr1,5.8512
Fe5K7S10,1.2134
Co1Cs2O4Si1,3.2906
Ba5F5Ga1Li1N3,1.3516
Ge3Nb1O9Rb1,3.3296
K3P1Se4,1.6776
As1Cl13P1Ta1,2.5829
Co1P3Si3,1.1676
Ga2O6Rb6,2.4409
Cl16Mo1Te3,0.9373
Cs2P2Pt1,1.1105
Au2O7Se2,1.2094
Ca3Ga4O9,2.6967
Ag5Cl2P1S4,1.6996
C1H7K2O11,3.5639
Cd1Na1O4V1,2.7099
S4Ti1Tl4,2.5204
Ba2Cd1O6U1,2.8785
C10Hg1Mn2O10,2.6956
Ag1Nb3O8,2.3829
Ba2Ca1O6Te1,2.9961
F6K2Re1,3.3471
Fe1O8Rb1Se2,2.0578
C1S14,2.4978
As1Rb3Se4,1.1912
H5N1O2,3.3689
Cl5K2La1,4.8553
As4Na2O11,2.075
Mo3O12Sc2,3.6276
As4Se3,1.6669999999999998
F4Zr1,4.8993
La7Mo7O30,0.38
C4Cl4N4S4,2.7757
Ba1I2O6,3.5429
C2Cl2O4Pb2,2.9272
Cu1Pb1Se3Tb1,1.4152
Cl2H1K3O6Pt1S2,3.276
Cr1H10Mg1O9,3.0143
C1H1N2Na1,4.0384
H22Mg1O15S1,5.115
B2Ca1H12O10,5.4308
F7H1K3Nb1O1,4.5824
Ni1O6Ta2,2.8841
Hf3Rb4S14,1.9595
Cd1Cl1O3V1,2.6579
Cr1H1O8Se3,2.8145
Cr1F6K1Rb2,4.2308
K2Mn3S4,3.2742
K1Rb1S1,2.2096
O9S2W1,2.1888
Cs4Cu1K2O8Si2,1.6465
Ca2O7Ta2,2.4623
Ag1Cr3O8,1.7852
Bi2C2Ca1O8,1.0568
Fe1Mo2O8Tl1,2.4330000000000003
Ba2Ir1O6Sr1,0.9726
C2H1K5N4,3.7849
Ag3K3S8Ta2,2.6291
Na1O8Ta3,2.9522
Ag2K1S4Sb1,0.8055
Cl2Li5N1,1.9505
Al1As3Cl4S5,2.2595
B1C1Cl2N1Sr3,1.8679
Gd1O4Ta1,4.1177
Ba2Ga2S5,2.8003
Eu1O8Rb1S2,0.1193
Cd2K2O3,0.7752
Ca1F6Li1Ni1,1.9831
Br6In2Th1,2.8619
As1Ca2Cl1O4,3.7949
Br6Gd1Na3,1.1078
Al2O18P6,5.8131
I6Pb5S2,1.8352
Au1F5,0.9043
C2Pt1Rb2,1.4434
Al2H8Mn9O32Si8,2.8534
Ba11Cd6Sb12,0.1799
C10Fe2O10Se1Te1W1,1.9402
Ba1Cl2Hg2O2,1.6030000000000002
Co1H4N2O8,1.134
Ag3Rb1Se2,0.3783
H20N8O12P4,2.1456
C6Cs2Ir1Li1N6,5.662999999999999
Br4Li2Zn1,4.0687
F14K4Sb2Sn1,3.5703
As1Na3Se3,2.0059
Be6Mn8O24Si6Te2,2.9482
I4O20Rb2U3,2.8031
In2Na3O12P3,3.3605
B5H9,5.8019
K1Na1O2Zn1,2.1917
Cu1Hf1K1S3,0.9066
Al3Cs2F12Na1,6.9014
Se10Sn2Sr4,0.8009
Cl1F8Ta1,3.3993
Cl7Cs3Mg2,4.3876
Dy4O7S3Si2,2.6162
Cs1La1S2,2.2983
Na4O12Si3Sn2,2.6545
Br2Ca1H12O6,4.135
H2O26Pb10V6,2.7859
Hf1La2S5,1.0715
Ce1F4K1,5.4375
Bi1Br1Cd1Se2,1.4434
F11Na1V1Zr2,1.949
Co2O8P2Sr1,3.8134
Cr1F6Li3,3.9115
O14Sr3Te4U1,2.9429
Ba1C3H3O7,3.0139
K2O3Pb2,1.6911
Li1Mo3O8Y1,1.6165
Al2F2Ge1O4,3.9823
F4Ge1,5.2736
Bi2La4S9,0.9838
Cl3Ir1Te6,1.2386
K2O7P2Zn1,4.5205
Ag1I2Tl1,1.6271
La1O19Ta7,3.2865
Te4V3,0.5031
Ba2Ca1H6O16P4,5.4557
Br9Nb2Rb3,0.6022
Ag2Br6Hg7P8,1.0068
Ba1Lu2S4,1.7267
H12Mg1O9Te1,4.4204
Cs2F6Nb1,1.2461
K1Na1Nb1Nd1O5,3.4688
K1Nd1O8W2,3.6129
Ba1O3Th1,2.9236
Ba2Ga1Sb1Te5,1.0286
Cr1K3O4,1.3896
Au1C26H20N2P1S2,2.6447
Cs1F6Ru1,2.5271
Cs2F6In1Na1,5.4119
Mn1S4Sb2,1.4966
Fe3O12Si3V2,1.5011
C4La1N8Rb1Si1,4.0758
K2N6Ni1O12Sr1,2.0954
C4Na2O8Sn1,2.8215
Au6K4S5,1.8572
C9Fe3O10S2,2.2534
As1Bi1O5Pb1,2.3021
Bi1Cl1O2Sr1,3.3315
Li1Nb1O6W1,2.5701
Bi1Br7Hg6Sb4,1.0215
Cr1Nd1O6Te1,2.4921
Cs6Ga2Se6,2.1099
S11Ta2Tl4,1.5941
C5F8H1N3O2,4.8837
H3K1O6P2,1.84
C8H24O8P4Rh2,2.4130000000000003
Al2Ba1O7Sb2,3.4175
F2H12N3O5V1,2.6493
Pd3Se8Ta2,0.7058
Au1Ge4K3,0.8206
As5B1O20Pb6,2.9306
Gd1Ge1K1S4,2.2636
Bi2Mo2O13Se2,2.675
Cs2F6K1Rh1,3.3968
Ba3Co1Nb2O9,2.5805
Mn1Na1Nd1O6W1,1.9298
K2Nb2O14Si4,3.7203
La3N1S3,1.2125
C6F5H3O3Se1,3.4737
C8H24Mn2O16P4,4.6316
B6Dy4H2O16,5.1876
Ca1Er2S4,1.5607
Cs3I9Nb2,0.508
F4Pb1Pd1,1.9165
F4H1O1Rb1Te1,4.9664
Nd1O9Ta3,3.3036
Ba1Fe1Nd2S5,1.2073
Dy2Hf1S5,1.2047
Ga1H1O4Se1,3.9548
N8Si5Sr2,3.1953
H1Na1O4Se1,3.651
C2H6Mg1O6,4.8989
K4O8P2,3.1957
Cu2O4W1,1.1743
Ag7Rb1S4,0.6296
F6H10O4Si1,6.4835
Cl4Zr1,3.6272
As2Li1O7Sc1,3.4192
Al6Cl2Ge6Na8O24,4.0496
F1Fe1Na1O4S1,3.5333
H4Na2O5Ti1,0.8783
H2I2K2O10Se1,3.6653
Cd1H6N1O5P1,3.401
Br4Nb1O1Tl1,1.405
Be1Cr1Nd3S7,1.1075
C1Ca1H6N2O10Re2,3.4737
F3Yb1,0.8059999999999999
Cu1La1O2,2.8106
Cd1H6O7P2,4.935
K1Mn1Na1O2,0.6215
F1Li1O4S1Zn1,4.9297
K4Mo4O16Th1,4.0044
F12Ge5,3.8947
Cu2F7K3,0.606
Cu1La3O2S3,1.0452
F6N1S1Sb1,3.5311
Cr6O28P8,1.4259
N1Sb1Sr3,0.2557
Be2Ca3H10O20P4,5.3263
Ag2F1H2I1O1,2.1606
Se4Y2Zn1,0.3121
Au3Na1Si1,0.0492
Cu1H6N4O4,1.067
Mo4O18Sb2Tb2,3.1235
Al1Cl4Tl1,4.649
Fe3Na3O16P4,2.0938
Au2O10Se3,1.0858
B2K1O6Ta1,3.6466
K4Nb8O34P4Si1,2.2044
Ca1Li2O4Si1,5.198
Cl4H10O5Sn1,2.854
Li1O12P4Yb1,0.2052
C1Cl1F3,6.5731
F7Mn3O10P3Rb3,0.7921
Al1Cd1La3S7,2.3163
C1Na3O7P1Sr1,3.8686
C2I10La6,0.4031
C3Ce2F1Na1O9,4.0737
K2Se3Te1,1.7702
Cs3O8Ta1,3.0132
B1Na1O3Sr1,3.8658
Be2Ho2O7Si1,5.0881
Pd3Rb2Se6U1,0.8611
Br10O1Ta2Te4,0.9962
Cu1Ho2K1S4,1.2224
C4Cl2Mg2Na6O12,3.7789
I1La1O9V2,2.5354
Cl6Hf1Hg3Se2,1.6211
Mo1O6Tb2,2.0753
Si46,1.3129
K1Na1O3Ti1,4.0302
Bi1C5H5K2O10,4.1207
Ga1Ho4S9Sb1,2.2208
Na1Pr1Se2,1.5632
Ag1Cu1O2,0.2722
Bi1Li1Mg1,0.4624
Ca22O36S2Si8,3.5083
B4Ho1W1,0.2748
Au1O4S1,1.5829
K4Mn1Mo4O15,3.1061
Cd1Ge2O5,1.4768
C8H16Hg1N6S2,3.5747
Al2S4Sr1,3.8954
B1Ca2F1N2,2.914
C4N6Pb1,3.6419
Ba1Na1P1,0.8391
C3Eu4I3Li1N6,2.1423
H12K2N6Sn1,2.292
Ga1N1O1Zn1,0.1314
C4N6Sr1,4.6772
F6Na2Nb1,1.0604
Cl1Hg2O12S3Tl3,2.7432
Si136,0.5324
B1C2H10N1,5.962999999999999
Ba1O10Pr2Ti3,2.4189
Ba1Cd1O7V2,3.0874
C2Cd1Cl4H12N2,3.5783
F6H6O2Zr1,6.0286
H3I1Sr2,2.0685
Al9B1Ca1O18Zr1,4.8637
C15H19N3O5Pb1S2,2.0521
Ba2F6O1Ti1,3.8468
Ba1Cu1F1Te1,1.2877
Ga2Se4Yb1,1.5337
Cd4N12P6S1,3.0686
K2Li14O14Zr3,4.2634
F8Fe3H4O2,0.5207
Bi1Rb3Se3,2.0786
Al2Cl6O1Sn1,3.9006
B4Cu1O7,1.5428
B12C2Li2,1.3874
H1In1O4Se1,3.5551
Na1Se2Tb1,1.8367
As1Cs5P4S12,2.4052
Ba2F6Pd1,2.8355
N9O1P1,3.9306
C3Cl1F6I1O2,3.1148
H12N6Na2Sn1,1.1232
Cu1H2O6Pb1S1,1.7579
Ge1Hf1Te4,0.3798
Cu2Li2O6Te1,1.206
Cl7Fe1Se1,2.4306
Er2O9Se3,3.9297
Cs2S8Sb4,1.4002
Cl1F6O2Sb1,1.9586
Ho4Mo4O11,0.3561
Cl14Sn2W3,0.8266
F3O2Tc1,2.585
C1Cl2Co1H18N7Se1,2.4306
C1F1H7N3O3P1,5.0827
Fe1La3Ni1S7,0.9887
Er2O2S1,3.0735
F1O4Rb1S1,2.4231
F7Re1,2.109
O8P2Sn1Sr1,3.0764
C6Co1H18Mn1N12,0.9226
As2Cl2In2O5,3.2685
C4H8O12Th1,3.266
F2Se3Sn1Sr2,1.2797
Ba1Fe1Pr2S5,1.2712
Be2K2O15Si6,4.8082
Cl7I1S1,1.6709
Ba2Bi2Zn1,0.1834
Si2Te6Tl6,1.0686
C8H4K2Ni1O6S4,1.7143
Bi12Cl12Pt1,0.8686
Ge2P4Sr3,0.9139
Cr1La4S7,0.4344
C1Cl6H3O1S1Sb1,2.0262
C1H5N3,4.3872
H12N3Nb1O8,3.1281
C4F4Fe1H14N1O1,3.5598
Cd1Se4Y2,0.6463
Al2H9N1O11P2,4.347
Hg1O7P2Pd1,2.1173
As4O6,4.021
F10H1P1Pb2,5.4536
B12C3,1.5163
S9Sb2Sn5,0.53
N11Pr3Si6,2.8745
H4I3N1,1.8061
B5Cs2Li3O10,4.4797
La2O6S1,5.2167
Ba1Cl1Cu1O4P1,1.4012
Cs1Nb3O10Sr2,1.7474
C2Ca2O10Te2,3.8501
H1Na1O7Se2Zn2,4.2088
Al4Bi4Cl16S4,2.8429
Cl6Ga1N1Se2,1.6365
Ca1Cu1H2O5Si1,0.0285
Cl3F6Sb1Te1,3.726
F5Na2Sb1,4.8308
Er1Pt1Sb1,0.0976
Cl7Cu7P12S9,1.7623
Be1H2O2,5.7170000000000005
Be1Na2O2,2.8363
As2Ba1Cu1O7,1.249
Li1Mo4Nd2O16Tl1,2.9254
As1Na1O5Ti1,2.8225
C1F1O3Rb1Sr1,4.1419
As2Cl4F6,2.8391
C3Eu1Na3O9,0.1529
I3Rb1Sn1,2.0111
Ca3H20N2O20P4,4.4056
Ba6Na2Nb2O17P2,3.2626
As4Br7Hg6Ti1,1.2503
Ag2Br14W6,2.7998
B3La3N6,2.1204
C2Cl10N2Sb2,1.9327
Cs3Ni1O2,1.4945
Nd2O4Si1Te1,1.3521
Cl1H13O6,5.2321
Al2Ca1H8,4.5223
Ca1O6Sb2,2.7677
Ba3Cr2Mo1O9,1.2482
Cl1O3Sb1Te1,3.1365
Nb1O7Pr3,3.0331
Cd2H20N4O16P4,3.9199
C2H2K2O6,3.3862
B3H12N1,5.4068
Ba2Lu1Nb1O6,3.0881
As1K1O9W2,2.0103
Eu1F7Sn1,0.903
